	hemoglobin	leukocyty	etytr	weight	trombocyty	ast	alp	relationship	name	alt	hbver	smoker	erytrocyty	er-cv	indicator	ssn	hematokrit
3136	6.93288	7.92999	7.11962	82.06048	6.41448	56.64056	79.85773	nop	Sarah Moore	4.41789	8.21647	no	8.88748	42.12058	1.00000	001-64-0464	6.44694
3137	5.44001	7.69610	5.62754	119.62590	6.27634	57.40304	74.41017	divoced	Ricky Moreno	0.99116	4.62449	no	4.28985	44.00964	1.00000	695-13-4957	5.75323
3138	7.24642	6.59185	7.83528	60.77496	7.46341	58.84534	62.12048	married	Christopher Bullock	0.72796	6.60865	N	5.38090	31.91140	1.00000	879-13-4907	7.47134
3139	5.28216	8.43272	4.12835	86.04570	6.13689	74.16478	67.82682	married	Heather King	1.09943	5.67900	no	6.02436	53.58157	1.00000	588-73-1434	5.89396
3140	6.87358	5.94355	5.10192	47.75875	6.11060	66.33767	84.68710	separated	Maria Moreno	1.26125	7.13643	no	6.84160	31.72397	0.00000	758-42-0947	6.57535
3141	8.87777	6.95110	9.01539	74.86412	5.73308	66.03615	15.33633	divoced	Vincent Taylor	1.03561		no	6.18537	48.67870	1.00000	404-50-2422	6.89130
3142	5.43528	7.11271	3.41657	32.40559	7.37100	73.73893	73.29586	divoced	Caitlin Page	1.33801	9.04737	no	6.45442	6.32553	0.00000	503-23-4139	7.33325
3143	7.84538	8.10090	6.66637	58.97659	6.15494	75.10126	46.32244	separated	Becky Nelson	4.48407	7.39876	no	8.88857	59.60228	1.00000	012-13-0618	5.82488
3144	7.18086	9.23137	6.43401	134.05281	4.59197	76.64521	67.24507	divoced	Michelle Miller	1.02444	6.03988	no	5.26659	48.85973	1.00000	110-21-1347	4.76596
3145	6.59024	7.80665	5.10967	95.95217	7.61564	79.89788	81.06478	divoced	Justin Howe	0.40134	4.24989	Y	3.72832	77.62028	1.00000	475-84-2025	7.01003
3146	6.49707	9.02501	7.30313	95.73171	5.60505	81.63659	92.28436	divoced	Danny Webb	7.31049	7.56085	no	9.47220	32.58781	1.00000	534-78-2575	7.59838
3147	9.13280	6.55409	7.51266	26.22717	8.83328	87.95520	13.46627	married	Christina Beck	1.01863	8.53721	no	7.11060	75.21061	1.00000	663-57-9491	7.90446
3148	8.10241	4.89648	5.78781	28.73086	7.64513	76.08492	32.75322	single	Michaela Perez	1.42331	6.56607	no	7.48579	82.06988	0.00000	075-78-2474	5.66066
3149	6.95731	3.24559	6.74114	20.36033	5.05510	75.99833	76.69578	married	Jorge Leon	5.57170	6.92815	yes	9.12770	65.17453	0.00000	162-65-0923	6.14053
3150	5.66211	8.95259	8.10402	33.11300	4.17895	68.45773	74.26887	divoced	David Holt	0.68922	5.55795	no	4.14226	33.22038	1.00000	881-01-7467	5.97049
3151	7.48266	6.91999	7.67323	60.77405	5.78342	76.65690	64.16758	separated	Bruce Forbes	1.45254	7.68974	yes	6.75010	31.05268	1.00000	547-13-3468	6.00822
3152	5.67852	7.33297	8.98187	108.11753	6.80350	65.06622	83.44987	single	Shawn Anderson	5.70637	11.26659	Y	9.18179	58.26273	1.00000	734-99-0717	5.64613
3153	7.10726	7.42928	4.72744	-3.47638	6.94065	77.58151	76.24620	separated	Valerie Higgins	0.81863	5.07818	yes	5.25525	43.77302	1.00000	147-87-0931	6.43158
3154	6.05190	5.91205	5.97908	34.06773	5.87432	63.57422	82.76239	single	Matthew Allen	1.07722	5.00366	yes	6.74055	51.21470	0.00000	747-91-7370	6.43597
3155	6.93247	6.69864	4.52430	50.58757	5.38878	80.22107	82.72969	married	Frank Clark	0.67600	4.05769	Y	4.06006	57.07202	1.00000	721-24-4880	6.39206
3156	6.12559	7.44091	4.98863	86.14844	3.74159	62.67971	89.03912	widowed	Heather Shelton	0.77739	4.82057	no	4.86519	77.15915	1.00000	310-64-6058	5.28023
3157	6.28306	6.40804	3.96019	81.70142	7.39319	89.54687	81.24887	widowed	Donna Cooper	1.38844	9.42943	Y	7.11301	46.26279	0.00000	102-56-9486	6.02416
3158	7.49897	5.53801	5.30018	92.79839	4.93035	69.81608	63.56161	divoced	Sarah Day	1.54363	6.85967	no	7.75017	41.50525	0.00000	797-31-7154	8.13268
3159	5.74211	5.77122	6.40597	156.05955	5.54829	59.98746	80.05151	nop	Chad Henson	0.61086	6.81052	yes	6.67726	63.78179	0.00000	061-84-9565	7.60905
3160	7.12307	4.22410	5.86713	120.18216	4.54753	58.85178	67.37873	divoced	Monica Sheppard	4.06622	7.31078	yes	8.75701	30.98156	0.00000	547-54-3906	4.61575
3161	6.85958	4.94318	7.17689	89.92742	5.65386	70.24108	82.52905	nop	William Dennis	1.22478	6.21562	Y	6.71406	62.90268	0.00000	040-05-3050	6.16503
3162	7.44340	5.57352	6.87096	59.50167	7.70327	72.00859	68.55922	divoced	Leslie Henderson	1.07863	6.04607	no	5.89818	34.40445	0.00000	789-68-6962	7.66302
3163	6.42098	5.25667	4.16124	26.35923	5.95763	66.89102	87.46609	separated	Kendra Maddox	0.90717	4.82424	no	6.23150	69.48345	1.00000	423-16-9647	6.91890
3164	8.32212	8.78740	6.04546	44.70543	4.78921	73.02088	29.48792	widowed	Debra Carson	1.21993	5.59839	Y	4.57883	49.57597	1.00000	480-88-3065	5.13062
3165	6.44459	7.58569	6.74395	46.73433	6.74771	72.36762	87.27540	nop	Donald Williams	1.04690	4.73903	yes	4.15552	53.49262	1.00000	004-15-4264	5.96791
3166	5.81716	4.33939	5.46564	63.40067	5.04122	67.10326	85.28806	married	Debra Campbell	4.12057	7.59134	Y	8.77349	59.43565	0.00000	351-45-0647	4.72426
3167	7.57332	8.67285	7.34911	36.64831	7.37743	76.45316	56.53486	married	Mark Hall	6.71004	7.87160	no	9.38740	68.21196	1.00000	786-66-7055	6.64736
3168	8.20130	9.01968	4.58478	19.93860	5.30799	77.34674	34.34669	divoced	Tanner Jacobson	1.03738	5.96133	yes	5.70361	38.70924	1.00000	186-49-1176	6.08156
3169	7.64269	8.57434	7.94881	131.82189	5.71599	77.26754	59.17955	separated	Gregory Edwards	3.51877	7.85637	no	8.56218	50.76860	1.00000	442-27-9886	6.17519
3170	6.04552	5.00308	4.93666	62.97399	7.54483	74.92829	85.85184	widowed	Mary Kennedy	1.55761	8.38917	Y	7.42554	41.92303	0.00000	221-69-0592	5.84661
3171	7.80276	5.32208	6.71736	-4.97887	7.68588	66.75582	48.74059	single	Michael Miller	1.29843	6.35904	no	5.77162	41.04938	0.00000	112-28-3735	8.01425
3172	5.11057	6.07970	8.05445	39.28212	6.43038	63.23741	55.19460	married	Krystal Chase	1.10024	8.47053	Y	5.96459	76.04503	1.00000	811-59-7331	4.48249
3173	4.70588	4.48979	5.23113	18.94511	6.20289	61.08426	51.58133	divoced	Faith Glass	3.55982	8.38785	no	8.45785	57.74334	0.00000	591-44-5773	6.16263
3174	9.03586	6.57080	4.21949	92.80180	7.33850	76.01935	15.60748	widowed	Chelsea Parker	1.68427	6.20541	no	7.72242	52.71999	1.00000	423-53-8705	6.18222
3175	6.52923	7.46406	7.75573	78.80863	5.89443	72.02662	88.44629	married	Brandon Hendrix	2.38609	7.85027	Y	7.66476	77.76430	1.00000	025-62-3551	6.43032
3176	6.94212	7.17474	4.29466	59.38170	7.50699	63.04259	76.78190	single	William Barnes	1.31214	5.36617	no	6.00226	64.52215	1.00000	367-56-4744	6.61161
3177	6.41901	7.06332	7.22438	95.18552	5.19147	62.54128	86.90644	single	Juan Hale	0.98628	5.50196	yes	5.69279	51.24724	1.00000	731-16-4032	6.43430
3178	6.96635	10.75500	7.88480	71.18328	7.64463	61.52570	77.53273	married	Brandon Meadows	14.93447	6.32954	no	10.21801	73.08323	1.00000	050-39-7288	7.40837
3179	5.68838	7.76717	5.00429	11.80910	3.81995	73.11322	73.54328	divoced	Joshua Estes MD	0.85685	5.25887	no	5.34897	58.12813	1.00000	737-43-2905	6.67701
3180	5.09948	8.47851	4.63657	109.55876	6.11921	66.96814	65.59053	separated	Morgan Jackson	1.20470	4.64125	no	5.05729	26.24510	1.00000	565-67-0020	6.58410
3181	6.67553	7.70832	8.36978	54.47752	6.98497	69.00158	86.51485	widowed	Craig Olsen	1.85439	7.63352	Y	7.26602	35.04844	1.00000	404-01-9257	7.81186
3182	7.23650	7.73364	5.90215	22.13963	6.02178	71.99185	64.83506	widowed	Megan Klein	1.70124	5.08592	no	4.88179	50.23659	1.00000	547-84-9733	7.45304
3183	5.19022	7.02505	6.25325	126.78971	5.20595	59.37295	61.15743	divoced	Jason Frost	0.91980	4.36024	no	4.25620	52.73001	1.00000	051-40-0282	7.49450
3184	7.15540	7.62505	5.52815	73.01778	6.10835	68.05154	75.05107	nop	Amber Martinez	0.57150	5.02234	yes	4.85912	36.03909	1.00000	437-07-1718	5.80680
3185	6.95969	5.70458	7.83373	82.23472	6.51035	61.14382	75.54980	single	Eric Miller	0.79362	8.19274	Y	5.44466	70.08777	1.00000	599-14-7718	6.20246
3186	6.12317	8.36416	7.91022	83.55208	7.59232	56.81608	93.28973	nop	Jason George	9.70393	9.45649	no	9.72304	66.03187	1.00000	146-95-8593	4.90412
3187	5.95908	7.71073	7.59890	30.95513	5.47697	55.83911	81.17102	widowed	Kyle Ball	2.60626	8.08233	Y	8.03105	51.53067	1.00000	012-47-1090	5.58333
3188	4.59516	9.35921	2.94798	22.12324	7.07651	77.77496	36.24980	divoced	Melissa Hernandez	1.88439	6.77681	yes	7.64826	51.96620	1.00000	089-35-6563	5.42354
3189	4.98268	5.55094	5.81729	95.01316	5.05391	83.73656	50.07795	married	Courtney Thornton	0.93886	7.52063	no	4.81910	66.08146	0.00000	057-15-4450	5.99094
3190	7.35071	7.79880	6.52420	-11.74435	7.53809	76.55889	64.58349	nop	Stacy Anderson	5.53744	8.04634	Y	9.08124	59.96817	1.00000	789-32-8782	5.68158
3191	6.83440	6.52870	6.03748	29.06932	5.75057	57.64304	79.37600	single	Lisa Nash	1.17560	6.16761	Y	6.25816	43.68870	1.00000	212-76-6314	5.47552
3192	4.88193	7.62384	8.30381	103.10252	6.86691	76.26553	46.39770	divoced	Christopher Haley	2.92380	8.68317	Y	7.96118	36.33899	1.00000	515-37-8819	5.76940
3193	7.22165	5.71978	8.42060	65.44555	5.57180	74.52732	71.33439	divoced	Nicholas Gutierrez	0.53402	7.84166	Y	5.01886	35.13261	1.00000	754-42-1924	5.40109
3194	6.73384	6.52986	7.05874	82.80076	5.97747	62.99726	88.14346	single	Sara Obrien	1.07682	7.96655	no	6.89206	20.88507	1.00000	742-34-0454	6.89969
3195	5.76314	6.55645	3.64333	113.81680	8.34868	67.48830	81.27984	married	Jim Buchanan	1.43572	10.31475	no	7.07264	67.70789	0.00000	542-68-0202	6.78136
3196	6.56696	6.63054	4.84541	110.46427	7.55978	78.29025	90.04739	married	John Sherman	0.71223	4.77584	no	5.02624	56.74477	1.00000	186-56-5684	7.52101
3197	4.92682	8.62363	4.70295	77.94912	5.78924	63.31364	54.02911	nop	Elizabeth Rice	1.45695	6.22519	no	6.53823	62.43999	0.00000	372-50-9699	5.85976
3198	6.86718	4.97547	5.04323	102.89478	6.60157	54.53670	78.05037	divoced	Ricky Moreno	2.66978	8.85623	yes	8.10704	54.31094	0.00000	695-13-4957	6.02079
3199	6.47182	5.78704	7.78351	1.04758	6.67105	68.44430	91.29447	single	Lee Sims	0.85519	6.82602	yes	4.63696	76.81609	1.00000	361-95-4417	6.84365
3200	6.68897	6.06145	7.12101	130.31521	6.40446	57.20807	79.40493	married	Marie Gray	1.55799	8.53882	Y	6.88557	54.36617	1.00000	018-64-4417	5.69136
3201	5.70264	8.45171	8.50918	44.23248	4.20886	69.79605	79.87451	separated	Kimberly Martin	6.62171	9.33340	no	9.30028	28.28196	1.00000	389-34-3106	7.45039
3202	6.92399	6.94563	6.97830	117.21675	6.21442	71.83943	86.56631	single	Elizabeth Rivera	3.98679	9.15486	no	8.69036	76.17409	1.00000	036-05-7130	6.52754
3203	6.75019	5.96720	4.32368	39.59133	6.07104	75.74675	84.10050	married	Mathew Kennedy	1.49314	8.11810	Y	6.38848	67.74851	0.00000	889-90-0327	8.48073
3204	6.34470	4.70625	5.35971	80.23131	8.10890	62.73367	84.88692	separated	Catherine Leblanc	3.58220	8.42587	yes	8.65394	39.78127	0.00000	546-82-0383	6.50131
3205	4.68582	6.40612	4.41460	43.90931	7.64831	69.79585	52.68979	married	Shannon Berger	0.52712	4.94909	Y	5.70243	49.55343	1.00000	815-73-2524	5.92434
3206	6.07331	7.21902	4.90414	82.37157	6.67928	77.17139	87.72695	single	Frank Hartman	1.03282	4.40188	no	4.25150	34.97376	1.00000	356-48-5426	5.36295
3207	7.52778	7.39997	6.86360	45.86908	7.14490	73.19521	63.66587	single	Jessica Parker	0.72936	4.76994	no	5.69029	38.28074	1.00000	045-88-9292	6.84446
3208	5.55901	7.72094	3.97303	68.41145	6.65853	72.34005	77.30710	divoced	Courtney Richardson	0.63628	6.86188	no	5.89311	60.52271	0.00000	718-15-3002	6.86171
3209	5.02658	8.21969	7.18609	83.77744	5.81950	64.09996	51.85963	married	Cole Rivera	2.13682	5.92091	no	7.44233	74.30043	1.00000	076-75-0132	4.21858
3210	6.34639	6.38398	5.05530	53.98391	7.19906	66.75093	89.18549	married	Rebecca Lyons	1.18006	5.44125	Y	6.24889	46.77421	1.00000	147-79-0697	4.94197
3211	7.65348	8.96271	7.04470	91.45004	5.57441	71.90746	62.09298	single	Carrie Adams	0.25716	5.17696	no	3.87337	47.37882	1.00000	853-16-6033	5.82754
3212	8.00085	5.19781	4.96088	86.25271	6.51374	71.27403	46.87784	divoced	Jordan Torres	3.27475	8.97197	yes	8.41792	23.04688	0.00000	687-70-4597	5.74465
3213	6.44914	4.89893	7.70049	90.14924	5.16871	73.82605	84.06515	single	Grant Jenkins	1.58950	5.77020	Y	5.76535	23.44965	0.00000	022-50-3187	6.49373
3214	6.49210	8.35144	6.78109	113.80736	6.78909	74.69541	91.70164	single	Albert Serrano	1.13607	5.43534	yes	4.44574	53.85268	1.00000	105-51-4464	6.37307
3215	6.74035	7.85376	5.12420	51.77591	7.10891	72.46722	83.07391	married	Aaron Rodgers	1.21194	4.99430	no	4.73255	50.24090	1.00000	834-14-6214	6.88926
3216	4.81870	6.06794	8.24547	25.90647	6.50381	79.14154	49.85613	widowed	Beth Price	1.12619	9.45791	Y	6.68192	76.26055	1.00000	341-60-9024	5.66786
3217	6.72075	6.94148	6.98940	130.55741	6.81872	76.49347	85.90795	divoced	Melissa Johnson	1.41655	6.28464	N	5.99464	47.34834	1.00000	763-39-8875	8.80800
3218	7.48454	4.78179	4.77169	62.29783	7.41298	75.79641	64.13720	divoced	Ms. Monica Sheppard DDS	2.98487	9.70740	no	8.32691	38.46375	0.00000	092-81-9373	5.60905
3219	6.04748	8.41360	7.24808	70.00091	5.17509	57.60649	80.89613	divoced	Stacy Parker	1.97600	6.16496	N	7.76593	36.36021	0.00000	497-99-3720	5.94383
3220	6.63004	5.83103	5.96826	97.34532	5.66804	68.70833	85.48893	married	Jennifer Torres	1.30093	6.97221	N	6.61262	19.93302	0.00000	479-07-1735	4.65865
3221	5.87730	8.78268	6.36015	86.87683	6.46174	74.77161	86.14367	single	Tonya Bell	0.84358	5.99118	no	5.63453	59.65890	1.00000	187-67-6929	6.13556
3222	6.33475	7.07002	7.57357	76.08412	5.83932	74.54409	95.93872	widowed	Stacy Lee	1.48350	7.55162	yes	6.80309	35.06437	1.00000	808-46-1175	6.25167
3223	6.98616	6.21024	4.78407	73.35268	6.34861	76.13875	75.34279	single	Roberta Warner	1.19455	6.97578	no	6.93825	42.97460	0.00000	240-72-9715	5.83568
3224	5.45452	5.54608	5.41328	58.06369	5.67854	72.07658	68.78659	widowed	Wayne Flores	1.58695	6.81933	yes	6.95688	28.50583	0.00000	683-71-3321	5.65572
3225	7.46033	7.95442	3.88065	65.86182	5.94466	79.13981	55.05670	married	Alan Johnson	0.89008	5.67277	no	6.37268	43.70004	1.00000	546-94-9544	6.88692
3226	6.00026	5.26118	6.93555	45.44859	6.02496	72.05938	85.34059	single	Crystal Roberts	1.02987	8.38765	no	6.01503	61.84194	1.00000	551-36-6300	6.60628
3227	6.98838	6.80015	5.09523	80.47420	6.66742	68.71571	74.92817	separated	Sara Perry	0.90107	4.79942	Y	4.96666	47.04552	1.00000	070-23-0674	8.31321
3228	5.15961	4.60028	6.13960	35.16566	5.11516	74.91294	60.83880	separated	Andrew Thomas	2.50015	6.14809	yes	7.85396	34.63862	0.00000	159-69-7988	6.25600
3229	4.96035	8.37915	5.93723	34.17850	7.68666	86.32250	56.07941	single	Bruce Cole	1.20817	5.25290	no	4.63093	27.94687	1.00000	414-48-5254	7.00902
3230	5.20183	8.39637	4.80769	54.54545	7.48334	82.16391	68.05969	divoced	Angela Carroll	0.47901	5.16676	no	4.89487	58.10568	1.00000	406-55-8585	6.50185
3231	7.31908	7.19489	3.53229	102.41704	7.85040	73.61518	66.10656	single	Donna Wood	1.46876	5.30023	no	6.06298	29.71290	1.00000	059-43-0502	5.27751
3232	7.33965	4.39942	6.47389	78.00309	6.93931	73.13867	72.20121	divoced	Amber Morrison	1.13447	5.34216	no	5.17063	54.76982	1.00000	844-14-1079	6.13731
3233	5.94846	8.07776	9.97928	122.00625	7.47215	64.39876	88.50901	divoced	Karen Phelps	1.50500	7.24642	yes	6.00626	38.34561	1.00000	238-82-7758	7.05581
3234	6.16126	7.38612	7.86231	8.55229	6.90345	73.38120	90.86654	separated	Cindy Duncan	6.04385	10.02206	yes	9.22749	28.25201	1.00000	106-06-7241	6.03816
3235	6.83966	6.77061	4.45590	71.11247	5.49327	55.49808	74.35510	nop	Rhonda Wright	1.28702	8.44085	no	6.62755	62.99852	0.00000	141-44-6657	6.46559
3236	6.07556	5.53655	7.02810	103.78760	6.34593	46.90206	87.42643	single	Julia Edwards	1.03809	6.25218	Y	6.98744	68.40687	0.00000	174-18-9575	6.84523
3237	7.54170	8.24444	5.95519	82.11590	5.18514	58.27365	64.36452	widowed	Juan Lee	2.31665	5.59245	yes	7.88651	56.17864	1.00000	306-68-2529	3.71405
3238	6.29475	4.69170	4.29572	136.67659	5.33647	81.56856		separated	James Kaufman Jr.	0.87073	7.99731	no	5.08588	19.37175	0.00000	720-38-2110	7.20565
3239	5.80718	4.59255	5.81468	95.76753	6.68218	66.41380	86.37753	single	Sarah Frank	3.68100	7.41309	no	8.61225	62.29609	0.00000	759-67-8705	7.72702
3240	8.23922	7.86694	6.33558	77.77317	7.62497	63.75328	40.94270	divoced	George Bautista	1.15678	4.90174	no	4.22951	56.82441	1.00000	874-42-8652	7.91354
3241	7.67423	7.99651	8.47231	75.49249	5.58235	54.87237	52.24283	divoced	Autumn Hoffman	1.26210	7.24010	yes	7.11937	25.51180	1.00000	587-76-7029	6.42489
3242	5.09699	6.77739	6.00459	42.77807	6.98621	58.72546	64.63428	single	Alexis Miller	1.49823	5.16069	Y	5.24380	21.38081	1.00000	756-49-9324	
3243	9.45702	9.87422	7.89028	53.11610	7.44381	70.20620	4.69513	married	Jason Roy	7.40036	6.91722	yes	9.37160	48.85540	1.00000	347-57-7220	7.02925
3244	6.71788	5.37846	3.89831	100.35343	7.92962	67.89330	81.58571	single	Dawn Watts	1.56238	9.42271	no	5.85024	29.66984	0.00000	652-28-3667	4.93000
3245	4.48090	6.26490	4.61192	169.76511	6.92320	67.31231	41.49541	divoced	Alisha Edwards	1.51600	8.31859	no	6.99664	55.17286	1.00000	271-78-1107	5.92800
3246	6.12694	5.91468	6.06575	62.44242	7.16246	71.26015	88.69781	married	Christopher Pham	0.84893	3.06898	no	5.80461	34.46752	0.00000	291-08-0202	8.26304
3247	6.39860	4.88395	5.84016	76.79643	5.76674	67.38805	84.77466	single	Alex Stevens	3.38781	6.56504	Y	8.51386	55.73841	0.00000	132-24-1481	4.42383
3248	7.03582	4.98209	6.15426	67.91331	5.98932	73.58115	78.23237	nop	Dr. Anna Lopez	1.09516	6.52712	Y	3.72453	48.18310	0.00000	594-36-5124	7.39582
3249	7.61783	7.53128	8.35279	113.06245	6.12045	61.99002	51.88570	divoced	Jeffrey Stewart	2.65022	9.29171	Y	8.24318	38.42482	1.00000	794-05-2919	6.17862
3250	5.50024	8.13239	7.91532	53.18546	6.22360	65.11314	69.29596	nop	Brittany Larson	0.95164	4.46589	no	2.82064	54.55174	1.00000	724-01-2465	5.91657
3251	7.62938	6.69713	9.53565	85.91487	4.90792	65.70007	54.56247	nop	Pamela Yu	1.68500	10.24357	yes	7.06098	53.62477	1.00000	146-84-4056	5.85316
3252	6.44825	4.18709	6.96506	37.92246	7.07843	61.46538	81.40773	nop	Kelly Pierce	0.34914	5.68847	no	4.29854	34.29513	0.00000	518-30-6551	5.38663
3253	6.54466	3.80207	6.08432	109.60143	7.57627	78.44731	90.08319	single	Daniel Ramirez	3.83774	8.08284	no	8.57489	48.24671	0.00000	672-45-6132	6.26291
3254	6.82730	6.56869	6.35164	17.84271	4.59751	73.67647	81.49130	married	Johnathan Mosley MD	2.06030	7.94756	no	7.91545	65.61671	0.00000	755-16-6717	8.01765
3255	4.84746	5.71643	8.66055	98.45213	6.82119	67.05853	61.11772	widowed	Amy Cooper	1.49036	10.40187	no	6.71295	52.51099	1.00000	095-90-6133	4.75142
3256	6.28832	8.57845	4.39263	50.86066	5.96960	75.62938	92.30861	divoced	Mark Coleman	0.78652	5.24638	N	5.01071	28.39959	1.00000	094-21-6327	6.80688
3257	6.70287	4.76864	3.25397	12.93571	6.44536	54.65253	87.85053	married	Kenneth Higgins	0.82632	4.15716	no	5.96418	42.64063	1.00000	015-05-5103	6.71035
3258	6.67908	5.08953	4.93643	66.89932	7.60001	73.32457	85.21047	divoced	Mr. James Brown	1.69361	7.81952	no	6.97519	42.79375	0.00000	860-41-2656	6.54611
3259	5.39978	8.76708	7.00651	110.51556	5.13804	78.91486	65.38620	divoced	Thomas Bryan	1.12284	5.56573	no	4.78598	44.57675	1.00000	462-42-1190	5.85773
3260	6.61483	4.93287	5.11544	58.49352	7.33669	63.42427	79.88010	married	Richard Hall	0.78229	8.04202	no	5.01855	65.17159	0.00000	172-21-0794	7.59831
3261	6.25054	4.10815	4.92226	48.39920	4.36537	65.41320	84.13836	separated	Deborah Wagner	3.42682	10.11617	no	8.47181	34.82438	0.00000	217-47-0228	5.57096
3262	7.25666	7.83835	6.65891	12.54836	5.39328	73.49750	64.37713	single	Victoria Smith	0.97734	4.65099	no	6.19602	30.51999	1.00000	493-82-2953	7.45295
3263	6.16168	5.29769	6.65958	91.29007	7.73579	70.24724	87.69942	married	Lauren Donovan	1.13248	8.29659	yes	6.12980	48.61703	1.00000	561-63-8811	8.12233
3264	6.35092	6.25918	4.25787	126.41813	7.47051	55.20390	82.68134	married	Belinda Brooks	1.55327	10.00798	no	7.11497	47.28787	0.00000	622-78-2666	7.36569
3265	5.47346	9.05681	6.33720	29.60513	8.21417	66.86300	73.61735	single	John Murphy	2.24969	4.28005	yes	7.72033	45.42171	1.00000	279-38-7376	6.23276
3266	6.77381	6.56398	8.05675	59.58808	7.59320	82.68823	81.30540	divoced	Michael Davis	1.42240	8.37823	no	6.59762	29.00700	1.00000	198-75-5930	6.12184
3267	8.38861	5.67965	4.77818	69.24458	6.81272	70.11283	24.24846	divoced	Antonio Johnson	1.65513	8.66522	no	7.50072	50.41368	0.00000	604-33-6257	6.72958
3268	5.81412	7.21306	5.75620	35.79741	6.86248	78.01782	90.39602	widowed	Eric Roberts	1.33246	4.13821	no	3.90623	29.88805	1.00000	187-23-9392	6.57995
3269	6.20135	7.02414	6.04876	61.74327	6.71998	68.77052	84.06841	widowed	Angela Conway	0.96014	4.27139	yes	4.10088	79.49677	1.00000	282-60-4346	7.01726
3270	6.80164	7.98578	7.16784	52.80815	7.05768	66.47446	75.67689	nop	Robin Joyce	2.29396	7.06850	Y	7.99764	44.26626	1.00000	152-44-9296	4.13170
3271	7.17901	5.65765	6.11543	87.51113	6.25470	65.85949	66.19455	widowed	Chad Schmidt	0.73297	7.70779	no	6.59517	66.89343	1.00000	583-28-3653	7.48623
3272	6.48409	5.28627	3.79686	77.45229	6.23037	75.57895	94.31901	single	Kathryn Garcia	1.31442	5.35971	Y	7.12234	16.55331	1.00000	467-78-8768	7.87834
3273	7.68877	6.67060	5.96556	86.82009	9.35365	64.94254	57.79633	married	Shane Flynn	0.82840	5.42236	yes	5.67339	58.30778	1.00000	868-80-8787	8.40632
3274	5.10482	8.63645	3.60107	108.79023	9.67861	70.93240	63.02120	widowed	Jacqueline Welch	0.00000	5.78727	no	4.26611	35.86386	0.00000	229-93-3067	6.27834
3275	5.05877	6.64219	8.05861	112.94057	6.06077	77.01137	62.38976	married	Krystal Fletcher	1.23532	8.80094	Y	7.03400	44.43455	1.00000	740-78-4486	8.85322
3276	6.81969	7.45234	10.78178	50.24391	6.35470	62.63625	80.76318	separated	Amy Rivera	1.07808	10.23506	yes	6.97643	41.90952	1.00000	409-90-4222	5.39540
3277	6.49123	5.54736	4.06686	103.00106	6.80911	76.12104	85.34789	divoced	Sarah Lang	1.16200	4.56986	no	5.85207	45.20516	1.00000	632-48-1775	6.18718
3278	5.09653	7.43942	5.57384	62.45611	6.46803	79.72366	63.94506	widowed	Ashley Bridges	1.04838	5.64199	Y	5.91433	42.80570	1.00000	672-17-7815	6.06023
3279	3.65328	4.33326	4.93582	104.73970	5.79730	63.17102	12.91809	married	Timothy Fitzgerald	4.52027	10.77258	no	8.87306	18.27731	0.00000	123-62-3633	6.04701
3280	8.07222	5.72557	8.99582	101.95671	5.96311	63.91579	29.33922	married	Mary Moran	0.97441	9.42429	no	5.86900	33.39933	1.00000	076-84-4403	6.13377
3281	5.54810	5.54113	5.03240	12.82365	6.98092	73.35665	75.17473	single	Kimberly Campbell	1.20399	6.96477	N	7.40851	68.38945	0.00000	334-25-0503	4.65811
3282	8.34687	7.42950	6.48224	24.08387	5.59648	71.19101	31.69202	widowed	Timothy Doyle	0.85100	5.19061	no	4.65150	50.55199	1.00000	714-73-7326	6.93795
3283	8.30477	5.19128	4.82704	8.18249	5.84535	74.93191	32.61786	single	Diamond Patterson	1.06600	7.44015	yes	4.57759	46.96532	0.00000	657-34-4619	6.28538
3284	6.34232	5.37981	5.31991	74.45920	7.07827	80.08188	84.29379	widowed	Dr. Pam Gray	1.05554	4.79631	no	5.86623	44.21395	1.00000	601-99-0945	7.46877
3285	4.62410	9.16247	8.13693	26.78410	5.92942	62.91418	44.57450	single	Antonio Jones	6.51165	7.73861	no	9.23952	74.70356	1.00000	125-50-5479	6.70608
3286	7.54938	8.29372	6.81450	72.91773	7.17511	67.17251	61.90937	widowed	Juan Harrison	3.76218	6.93595	no	8.59012	42.35164	1.00000	825-48-8735	5.37500
3287	7.56917	7.83526	4.33504	49.62309	6.16663	70.30544	64.79733	nop	Carlos Smith	0.93780	5.67457	yes	6.17605	41.03295	1.00000	423-32-2844	3.38625
3288	5.50605	6.86577	6.10180	32.04876	6.74989	59.55368	78.80030	married	Natalie Harding	1.07179	4.39043	no	4.22652	47.07600	1.00000	549-64-8272	8.71397
3289	7.75970	5.84481	4.58612	21.73793	7.28976	76.10909	51.70220	married	Brandon Castillo	1.51665	8.15315	Y	6.91120	21.75818	0.00000	378-99-2551	7.51246
3290	6.28725	5.17421	3.98890	43.81631	7.49785	72.40728	85.83880	married	Steven Hall	1.23431	8.90392	yes	4.57234	50.91921	0.00000	494-60-2357	6.59653
3291	7.76494	5.58958	5.73857	73.20398	5.97775	61.32755	50.99770	married	Leslie Schroeder	0.91642	7.63211	no	6.25620	38.76267	0.00000	575-47-1736	7.11526
